month,sku_id,market,channel,forecast_locked_at,forecast_method,budget_units,budget_revenue_eur,forecast_basis_units,forecast_units,forecast_revenue_eur
2026-02,SKU-16,South,Grocery,2026-01-31,calendar_plan_v1_no_realized_demand,744,2081.3,716,721,2016.95
2026-02,SKU-16,South,Wholesale,2026-01-31,calendar_plan_v1_no_realized_demand,652,1823.93,624,625,1748.4
2026-02,SKU-16,West,Convenience,2026-01-31,calendar_plan_v1_no_realized_demand,392,1131.59,368,368,1062.31
2026-02,SKU-16,West,Ecommerce,2026-01-31,calendar_plan_v1_no_realized_demand,348,1004.58,340,341,984.37
2026-02,SKU-16,West,Grocery,2026-01-31,calendar_plan_v1_no_realized_demand,628,1812.86,600,599,1729.15
2026-02,SKU-16,West,Wholesale,2026-01-31,calendar_plan_v1_no_realized_demand,544,1570.38,516,512,1478.0
2026-03,SKU-01,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1110,2344.32,1071,1087,2295.74
2026-03,SKU-01,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,1032,2179.58,1001,993,2097.22
2026-03,SKU-01,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1799,3799.49,1737,1735,3664.32
2026-03,SKU-01,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1570,3315.84,1508,1491,3148.99
2026-03,SKU-01,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1032,2288.56,1001,1005,2228.69
2026-03,SKU-01,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,970,2151.07,939,938,2080.11
2026-03,SKU-01,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1681,3727.79,1619,1626,3605.82
2026-03,SKU-01,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1461,3239.91,1399,1404,3113.51
2026-03,SKU-01,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,882,1751.02,851,848,1683.52
2026-03,SKU-01,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,843,1673.59,812,817,1621.97
2026-03,SKU-01,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1464,2906.45,1402,1414,2807.19
2026-03,SKU-01,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1258,2497.48,1201,1209,2400.2
2026-03,SKU-01,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,750,1536.48,719,704,1442.24
2026-03,SKU-01,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,719,1472.97,688,694,1421.76
2026-03,SKU-01,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1239,2538.26,1184,1185,2427.64
2026-03,SKU-01,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1045,2140.83,1014,1004,2056.83
2026-03,SKU-02,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1314,2270.59,1257,1264,2184.19
2026-03,SKU-02,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,1244,2149.63,1187,1195,2064.96
2026-03,SKU-02,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,2134,3687.55,2046,2057,3554.5
2026-03,SKU-02,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1826,3155.33,1764,1778,3072.38
2026-03,SKU-02,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1203,2182.72,1164,1174,2130.11
2026-03,SKU-02,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,1133,2055.72,1094,1096,1988.58
2026-03,SKU-02,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1984,3599.77,1914,1911,3467.32
2026-03,SKU-02,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1702,3088.11,1640,1654,3001.02
2026-03,SKU-02,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1041,1690.92,1010,1022,1660.06
2026-03,SKU-02,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,975,1583.71,1150,1157,1879.34
2026-03,SKU-02,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1702,2764.59,1640,1658,2693.12
2026-03,SKU-02,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1482,2407.24,1420,1432,2326.03
2026-03,SKU-02,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,882,1478.37,851,846,1418.03
2026-03,SKU-02,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,820,1374.45,789,786,1317.46
2026-03,SKU-02,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1451,2432.11,1389,1403,2351.65
2026-03,SKU-02,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1252,2098.55,1195,1182,1981.22
2026-03,SKU-03,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,913,2278.85,882,883,2203.97
2026-03,SKU-03,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,851,2124.1,820,818,2041.73
2026-03,SKU-03,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1500,3744.0,1438,1452,3624.19
2026-03,SKU-03,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1285,3207.36,1228,1239,3092.54
2026-03,SKU-03,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,851,2230.3,820,820,2149.06
2026-03,SKU-03,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,791,2073.05,760,760,1991.81
2026-03,SKU-03,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1389,3640.29,1327,1336,3501.39
2026-03,SKU-03,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1195,3131.86,1156,1137,2979.85
2026-03,SKU-03,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,750,1759.68,719,712,1670.52
2026-03,SKU-03,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,688,1614.21,657,650,1525.06
2026-03,SKU-03,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1195,2803.76,1156,1152,2702.87
2026-03,SKU-03,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1032,2421.32,1001,992,2327.47
2026-03,SKU-03,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,630,1525.31,599,597,1445.41
2026-03,SKU-03,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,595,1440.57,564,566,1370.35
2026-03,SKU-03,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1001,2423.54,970,960,2324.28
2026-03,SKU-03,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,874,2116.06,843,835,2021.64
2026-03,SKU-04,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,851,2205.79,820,817,2117.66
2026-03,SKU-04,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,790,2047.68,759,748,1938.82
2026-03,SKU-04,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1389,3600.29,1327,1322,3426.62
2026-03,SKU-04,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1195,3097.44,1156,1162,3011.9
2026-03,SKU-04,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,789,2147.34,758,760,2068.42
2026-03,SKU-04,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,750,2041.2,719,719,1956.83
2026-03,SKU-04,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1283,3491.81,1226,1214,3304.02
2026-03,SKU-04,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1094,2977.43,1063,1065,2898.5
2026-03,SKU-04,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,688,1676.3,657,657,1600.77
2026-03,SKU-04,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,657,1600.77,626,627,1527.67
2026-03,SKU-04,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1098,2675.26,1065,1055,2570.49
2026-03,SKU-04,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,944,2300.04,913,903,2200.14
2026-03,SKU-04,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,587,1475.86,556,554,1392.89
2026-03,SKU-04,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,556,1397.92,525,532,1337.58
2026-03,SKU-04,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,939,2360.87,908,909,2285.44
2026-03,SKU-04,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,812,2041.56,781,791,1988.76
2026-03,SKU-05,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,787,2870.98,756,750,2736.0
2026-03,SKU-05,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,750,2736.0,719,713,2601.02
2026-03,SKU-05,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1283,4680.38,1226,1227,4476.1
2026-03,SKU-05,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1094,3990.91,1063,1050,3830.4
2026-03,SKU-05,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,732,2803.85,701,699,2677.45
2026-03,SKU-05,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,688,2635.32,657,648,2482.1
2026-03,SKU-05,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1173,4493.06,1134,1134,4343.67
2026-03,SKU-05,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1014,3884.03,983,982,3761.45
2026-03,SKU-05,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,631,2163.77,600,602,2064.33
2026-03,SKU-05,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,600,2057.47,569,572,1961.46
2026-03,SKU-05,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1014,3477.13,983,984,3374.25
2026-03,SKU-05,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,882,3024.48,851,854,2928.47
2026-03,SKU-05,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,538,1903.75,507,512,1811.74
2026-03,SKU-05,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,507,1794.05,476,477,1687.89
2026-03,SKU-05,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,861,3046.7,830,834,2951.16
2026-03,SKU-05,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,750,2653.92,719,722,2554.84
2026-03,SKU-06,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,719,3175.1,688,694,3064.7
2026-03,SKU-06,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,688,3038.21,657,656,2896.9
2026-03,SKU-06,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1166,5149.06,1127,1144,5051.9
2026-03,SKU-06,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1004,4433.66,973,970,4283.52
2026-03,SKU-06,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,688,3190.12,657,648,3004.65
2026-03,SKU-06,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,631,2925.82,757,755,3500.78
2026-03,SKU-06,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1076,4989.2,1045,1033,4789.81
2026-03,SKU-06,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,941,4363.23,910,909,4214.85
2026-03,SKU-06,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,595,2469.87,564,558,2316.28
2026-03,SKU-06,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,556,2307.98,525,523,2170.99
2026-03,SKU-06,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,942,3910.28,911,906,3760.84
2026-03,SKU-06,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,812,3370.64,781,779,3233.66
2026-03,SKU-06,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,499,2137.48,468,461,1974.7
2026-03,SKU-06,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,468,2004.69,498,499,2137.48
2026-03,SKU-06,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,789,3379.7,758,770,3298.31
2026-03,SKU-06,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,688,2947.06,657,648,2775.72
2026-03,SKU-07,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,658,2653.06,627,617,2487.74
2026-03,SKU-07,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,626,2524.03,595,599,2415.17
2026-03,SKU-07,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1063,4286.02,1032,1037,4181.18
2026-03,SKU-07,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,913,3681.22,882,885,3568.32
2026-03,SKU-07,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,626,2650.23,595,597,2527.46
2026-03,SKU-07,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,569,2408.92,538,532,2252.28
2026-03,SKU-07,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,975,4127.76,944,946,4004.99
2026-03,SKU-07,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,851,3602.79,820,821,3475.79
2026-03,SKU-07,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,538,2039.06,507,502,1902.62
2026-03,SKU-07,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,507,1921.57,476,468,1773.76
2026-03,SKU-07,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,851,3225.36,820,811,3073.75
2026-03,SKU-07,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,750,2842.56,719,722,2736.44
2026-03,SKU-07,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,466,1822.54,436,440,1720.86
2026-03,SKU-07,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,432,1689.57,406,412,1611.35
2026-03,SKU-07,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,719,2812.04,688,685,2679.06
2026-03,SKU-07,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,631,2467.87,600,597,2334.89
2026-03,SKU-08,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,600,2822.4,569,565,2657.76
2026-03,SKU-08,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,569,2676.58,538,543,2554.27
2026-03,SKU-08,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,944,4440.58,913,917,4313.57
2026-03,SKU-08,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,820,3857.28,789,793,3730.27
2026-03,SKU-08,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,558,2756.07,527,528,2607.9
2026-03,SKU-08,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,525,2593.08,494,494,2439.96
2026-03,SKU-08,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,882,4356.37,851,847,4183.5
2026-03,SKU-08,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,781,3857.52,750,763,3768.61
2026-03,SKU-08,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,494,2184.35,463,464,2051.7
2026-03,SKU-08,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,462,2042.85,434,433,1914.62
2026-03,SKU-08,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,781,3453.39,750,747,3303.05
2026-03,SKU-08,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,662,2927.21,740,731,3232.31
2026-03,SKU-08,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,383,1747.58,375,371,1692.83
2026-03,SKU-08,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,365,1665.45,357,355,1619.82
2026-03,SKU-08,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,657,2997.81,626,628,2865.49
2026-03,SKU-08,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,569,2596.28,538,539,2459.39
2026-03,SKU-09,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1482,2418.62,1420,1427,2328.86
2026-03,SKU-09,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,1385,2260.32,1323,1323,2159.14
2026-03,SKU-09,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,2394,3907.01,2301,2294,3743.81
2026-03,SKU-09,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,2073,3383.14,1985,1977,3226.46
2026-03,SKU-09,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1381,2366.48,1319,1325,2270.52
2026-03,SKU-09,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,1283,2198.55,1646,1650,2827.44
2026-03,SKU-09,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,2232,3824.76,2139,2149,3682.53
2026-03,SKU-09,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1922,3293.54,1852,1850,3170.16
2026-03,SKU-09,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1172,1797.94,1133,1132,1736.58
2026-03,SKU-09,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,1094,1678.28,1063,1059,1624.59
2026-03,SKU-09,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1922,2948.5,1852,1863,2857.99
2026-03,SKU-09,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1663,2551.18,1601,1597,2449.93
2026-03,SKU-09,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1001,1584.62,970,970,1535.55
2026-03,SKU-09,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,935,1480.14,904,907,1435.82
2026-03,SKU-09,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1632,2583.52,1570,1543,2442.63
2026-03,SKU-09,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1410,2232.09,1348,1351,2138.69
2026-03,SKU-10,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,1006,2800.7,975,963,2680.99
2026-03,SKU-10,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,944,2628.1,913,910,2533.44
2026-03,SKU-10,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1657,4613.09,1595,1608,4476.67
2026-03,SKU-10,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1438,4003.39,1376,1368,3808.51
2026-03,SKU-10,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,944,2759.5,913,905,2645.5
2026-03,SKU-10,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,882,2578.26,851,862,2519.8
2026-03,SKU-10,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1539,4498.8,1477,1475,4311.72
2026-03,SKU-10,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1340,3917.09,1283,1273,3721.23
2026-03,SKU-10,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,818,2140.67,918,931,2436.39
2026-03,SKU-10,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,762,1994.12,731,725,1897.3
2026-03,SKU-10,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1340,3506.73,1283,1274,3334.01
2026-03,SKU-10,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1141,2985.95,1102,1107,2896.97
2026-03,SKU-10,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,688,1857.93,657,662,1787.72
2026-03,SKU-10,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,657,1774.22,626,618,1668.9
2026-03,SKU-10,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1112,3002.93,1073,1080,2916.52
2026-03,SKU-10,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,970,2619.47,939,938,2533.05
2026-03,SKU-11,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,882,2794.18,851,862,2730.82
2026-03,SKU-11,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,820,2597.76,789,782,2477.38
2026-03,SKU-11,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1441,4565.09,1379,1369,4336.99
2026-03,SKU-11,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1252,3966.34,1195,1189,3766.75
2026-03,SKU-11,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,820,2727.65,789,789,2624.53
2026-03,SKU-11,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,781,2597.92,750,746,2481.49
2026-03,SKU-11,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1350,4490.64,1288,1283,4267.77
2026-03,SKU-11,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1144,3805.4,1105,1101,3662.37
2026-03,SKU-11,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,719,2141.12,871,879,2617.59
2026-03,SKU-11,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,662,1971.38,631,627,1867.16
2026-03,SKU-11,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1145,3409.72,1106,1100,3275.71
2026-03,SKU-11,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1001,2980.9,970,977,2909.43
2026-03,SKU-11,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,600,1843.78,569,569,1748.51
2026-03,SKU-11,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,569,1748.51,538,546,1677.84
2026-03,SKU-11,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,970,2980.77,939,947,2910.09
2026-03,SKU-11,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,843,2590.51,902,899,2762.59
2026-03,SKU-12,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,820,2833.92,789,774,2674.94
2026-03,SKU-12,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,768,2654.21,737,734,2536.7
2026-03,SKU-12,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1346,4651.78,1286,1315,4544.64
2026-03,SKU-12,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1141,3943.3,1102,1114,3849.98
2026-03,SKU-12,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,759,2754.26,728,725,2630.88
2026-03,SKU-12,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,719,2609.11,688,701,2543.79
2026-03,SKU-12,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1252,4543.26,1195,1198,4347.3
2026-03,SKU-12,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1063,3857.41,1032,1026,3723.15
2026-03,SKU-12,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,662,2150.6,631,634,2059.64
2026-03,SKU-12,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,626,2033.65,595,595,1932.94
2026-03,SKU-12,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1063,3453.3,1032,1006,3268.13
2026-03,SKU-12,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,913,2966.01,882,878,2852.31
2026-03,SKU-12,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,569,1907.47,538,532,1783.43
2026-03,SKU-12,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,534,1790.14,503,495,1659.4
2026-03,SKU-12,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,900,3017.09,869,868,2909.81
2026-03,SKU-12,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,781,2618.16,750,745,2497.48
2026-03,SKU-13,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,750,2304.0,719,704,2162.69
2026-03,SKU-13,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,719,2208.77,688,695,2135.04
2026-03,SKU-13,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1226,3766.27,1177,1169,3591.17
2026-03,SKU-13,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,1045,3210.24,1014,1012,3108.86
2026-03,SKU-13,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,702,2264.37,671,669,2157.93
2026-03,SKU-13,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,657,2119.22,626,613,1977.29
2026-03,SKU-13,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1133,3654.6,1094,1098,3541.71
2026-03,SKU-13,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,975,3144.96,944,959,3093.35
2026-03,SKU-13,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,618,1784.59,587,590,1703.73
2026-03,SKU-13,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,569,1643.09,538,533,1539.13
2026-03,SKU-13,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,975,2815.49,944,944,2725.97
2026-03,SKU-13,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,851,2457.42,820,830,2396.77
2026-03,SKU-13,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,525,1564.42,494,499,1486.94
2026-03,SKU-13,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,494,1472.04,463,465,1385.63
2026-03,SKU-13,West,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,820,2443.47,789,801,2386.85
2026-03,SKU-13,West,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,719,2142.5,688,683,2035.23
2026-03,SKU-14,Central,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,631,2241.31,600,606,2152.51
2026-03,SKU-14,Central,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,595,2113.44,564,566,2010.43
2026-03,SKU-14,Central,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,1004,3566.21,973,983,3491.62
2026-03,SKU-14,Central,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,874,3104.45,843,846,3004.99
2026-03,SKU-14,North,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,593,2211.65,562,568,2118.41
2026-03,SKU-14,North,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,556,2073.66,525,528,1969.23
2026-03,SKU-14,North,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,941,3509.55,910,910,3393.94
2026-03,SKU-14,North,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,812,3028.44,781,774,2886.71
2026-03,SKU-14,South,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,507,1692.81,476,469,1565.93
2026-03,SKU-14,South,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,476,1589.31,445,448,1495.82
2026-03,SKU-14,South,Grocery,2026-02-28,calendar_plan_v1_no_realized_demand,812,2711.17,781,792,2644.39
2026-03,SKU-14,South,Wholesale,2026-02-28,calendar_plan_v1_no_realized_demand,711,2373.94,680,682,2277.12
2026-03,SKU-14,West,Convenience,2026-02-28,calendar_plan_v1_no_realized_demand,432,1488.43,406,402,1385.07
2026-03,SKU-14,West,Ecommerce,2026-02-28,calendar_plan_v1_no_realized_demand,383,1319.6,375,376,1295.49
